web_scraper_order,web_scraper_start_url,URL,Title,Prep time,Level,Ingredients
"1768698031-84","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/coffee-cold-process-soap-project/PS000101.html","Coffee Cold Process Soap Project","2 hours","Intermediate","sodium hydroxide lye"
"1768698051-85","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pumpkin-souffle-cold-process-soap-project/PS000102.html","Pumpkin Souffle Cold Process Soap Project","30 minutes","Beginner","Pumpkin Souffle Fragrance Oil"
"1768698070-86","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/champagne-bath-bomb-cupcakes/PS000104.html","Champagne Bath Bomb Cupcakes","1 hour","Advanced","Rose Gold Fragrance Oil"
"1768698091-87","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/swirled-orchid-soap-project/PS000105.html","Swirled Orchid Soap Project","2 hours","Intermediate","Bewitched Orchid Fragrance Oil"
"1768698111-88","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/cocoa-butter-bath-bombs-project/PS000106.html","Cocoa Butter Bath Bombs Project","2 hours","Advanced","baking soda"
"1768698130-89","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/salt-scrub-cubes-project/PS000107.html","Salt Scrub Cubes Project","1 hour","Beginner","Dark Crystal Fragrance Oil"
"1768699548-90","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/peach-prosecco-soap-project/PS000110.html","Peach Prosecco Soap Project","2 hours","Advanced","Peach Prosecco Fragrance Oil"
"1768699565-91","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/painted-rose-bath-bomb-project/PS000111.html","Painted Rose Bath Bomb Project","2 hours","Intermediate","Wild Rose Fragrance Oil"
"1768699610-92","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/beet-soap-project/PS000112.html","Beet Soap Project","1 hour","Beginner","Beet root powder"
"1768699621-93","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/candy-corn-soap-project/PS000113.html","Candy Corn Soap Project","2 hours","Beginner","Tall 12"" Silicone Loaf Mold"
"1768699641-94","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/hanger-swirl-soap-project/PS000114.html","Hanger Swirl Soap Project","1 hour","Advanced","watch it here"
"1768699661-95","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lime-lacroix-soap-project/PS000115.html","Lime LaCroix Soap Project","1 hour","Advanced","Grapefruit LaCroix Soap Project"
"1768699681-96","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/grapefruit-lacroix-soap-project/PS000116.html","Grapefruit LaCroix Soap Project","1 hour","Advanced","Grapefruit Bellini Fragrance Oil"
"1768699701-97","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/evergreen-mountain-soap-project/PS000117.html","Evergreen Mountain Soap Project","2 hours","Intermediate","Evergreen Forest Fragrance Oil"
"1768699720-98","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/charcoal-melt-and-pour-soap-project/PS000120.html","Charcoal Melt and Pour Soap Project","1 hour","Beginner","activated charcoal"
"1768699741-99","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/raspberry-ale-soap-project/PS000121.html","Raspberry Ale Soap Project","2 hours","Advanced","Kulshan Brewing Company"
"1768699760-100","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/pacific-trail-candle-project/PS000122.html","Pacific Trail Candle Project","1 hour","Beginner","Pacific Trail Fragrance Oil"
"1768699780-101","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/goldfish-liquid-soap-project/PS000123.html","Goldfish Liquid Soap Project","30 minutes","Beginner","Strawberry Fragrance Oil"
"1768699801-102","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/caramel-bath-truffles-project/PS000124.html","Caramel Bath Truffles Project","1 hour","Intermediate","Epsom Salt"
"1768699820-103","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/hair-care/whisky-beard-balm-project/PS000125.html","Whisky Beard Balm Project","30 minutes","Beginner","Beard Oil Base"
"1768699840-104","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/candle-and-home/bourbon-and-beeswax-candles-project/PS000126.html","Bourbon and Beeswax Candles Project","1 hour","Beginner","Yellow Beeswax"
"1768699861-105","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/sparkling-fig-melt-and-pour-soap-project/PS000127.html","Sparkling Fig Melt and Pour Soap Project","1 hour","Intermediate","thermometer"
"1768699881-106","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/crystal-bath-bombs-project/PS000128.html","Crystal Bath Bombs Project","2 hours","Advanced","Fine grained Dead Sea salt"
"1768699901-107","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/moonstone-cold-process-soap-project/PS000130.html","Moonstone Cold Process Soap Project","2 hours","Intermediate","Snowflake Sparkle"
"1768699921-108","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/cbd-bath-bomb-project/PS000131.html","CBD Bath Bomb Project","30 minutes","Beginner","lavender 40/42 essential oil"
"1768699941-109","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/cbd-body-balm-stick-project/PS000132.html","CBD Body Balm Stick Project","30 minutes","Beginner","white beeswax"
"1768699961-110","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/pure-honey-soap-project/PS000133.html","Pure Honey Soap Project","1 hour","Intermediate","Pure Honey Fragrance Oil"
"1768699981-111","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/honey-bee-soap-project/PS000134.html","Honey Bee Soap Project","1 hour","Intermediate","Honey Melt and Pour Soap Base"
"1768700001-112","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/wildflower-honey-sugar-scrub-project/PS000135.html","Wildflower Honey Sugar Scrub Project","30 minutes","Beginner","jojoba oil"
"1768700022-113","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/agate-spin-swirl-soap-project/PS000136.html","Agate Spin Swirl Soap Project","2 hours","Advanced","See the spin swirl in action here"
"1768700041-114","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/luxurious-lavender-bath-salts-project/PS000137.html","Luxurious Lavender Bath Salts Project","30 minutes","Beginner","Lavender 40/42 Essential Oil"
"1768700061-115","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lemon-poppy-seed-cold-process-soap-project/PS000138.html","Lemon Poppy Seed Cold Process Soap Project","1 hour","Intermediate","Lemon Verbena Yankee Type Fragrance Oil"
"1768700082-116","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/coffee-bath-truffle-project/PS000139.html","Coffee Bath Truffle Project","1 hour","Beginner","coffee seed oil"
"1768700104-117","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/watermelon-cold-process-soap-project/PS000140.html","Watermelon Cold Process Soap Project","1 hour","Intermediate","glycerin rivers"
"1768700121-118","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/pumpkin-spice-latte-sugar-scrub-project/PS000142.html","Pumpkin Spice Latte Sugar Scrub Project","30 minutes","Beginner","Foaming Bath Butter"
"1768700141-119","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/essential-oil-massage-oil-project/PS000143.html","Essential Oil Massage Oil Project","30 minutes","Beginner","argan"
"1768700161-120","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/lavender-and-honeyquat-lotion-project/PS000144.html","Lavender and Honeyquat Lotion Project","1 hour","Beginner","olive"
"1768700181-121","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/black-tea-cold-process-soap-project/PS000145.html","Black Tea Cold Process Soap Project","2 hours","Intermediate","Bergamot Black Tea Fragrance Oil"
"1768700201-122","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/matcha-green-tea-body-butter-project/PS000146.html","Matcha Green Tea Body Butter Project","30 minutes","Beginner","shea butter"
"1768700221-123","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/coffee-body-scrub-project/PS000147.html","Coffee Body Scrub Project","30 minutes","Beginner","potassium cocoate"
"1768700241-124","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/get-started/beginner-projects/simple-coffee-soap-project/PS000148.html","Simple Coffee Soap Project","1 hour","Beginner","Coffee seed oil"
"1768700261-125","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/cactus-flower-soap-project/PS000149.html","Cactus Flower Soap Project","1 hour","Advanced","Cactus Flower Fragrance Oil"
"1768700281-126","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/turmeric-secret-swirl-soap-project/PS000150.html","Turmeric Secret Swirl Soap Project","1 hour","Advanced","turmeric powder"
"1768700301-127","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/turmeric-melt-and-pour-soap-project/PS000151.html","Turmeric Melt and Pour Soap Project","30 minutes","Beginner","Goat Milk Melt and Pour Soap Base"
"1768700321-128","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/turmeric-and-ginger-scrub-project/PS000152.html","Turmeric and Ginger Scrub Project","30 minutes","Beginner","olive oil"
"1768700341-129","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/karma-bath-bomb-project/PS000153.html","Karma Bath Bomb Project","1 hour","Intermediate","Frankincense and Myrrh Fragrance Oil"
"1768700361-130","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/oatmeal-bath-bomb-project/PS000154.html","Oatmeal Bath Bomb Project","30 minutes","Intermediate","Oatmeal Milk and Honey Fragrance Oil"
"1768700381-131","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/iridescent-pearl-bath-bomb-project/PS000155.html","Iridescent Pearl Bath Bomb Project","30 minutes","Intermediate","mica"
"1768700401-132","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/lavender-bath-truffle-project/PS000156.html","Lavender Bath Truffle Project","30 minutes","Beginner","Lavender 40/42 essential oil"
"1768700421-133","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/mermaid-bath-truffle-project/PS000157.html","Mermaid Bath Truffle Project","1 hour","Intermediate","SLSA"
"1768700441-134","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/rainbow-bubbling-bath-truffles-project/PS000158.html","Rainbow Bubbling Bath Truffles Project","2 hours","Advanced","baking soda"
"1768700461-135","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/crescent-moon-bath-bomb-project/PS000159.html","Crescent Moon Bath Bomb Project","30 minutes","Beginner","Orchid Mica"
"1768700481-136","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/rose-eye-serum-project/PS000160.html","Rose Eye Serum Project","30 minutes","Beginner","ingredients for skincare"
"1768700501-137","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/lily-and-rain-soap-project/PS000161.html","Lily and Rain Soap Project","1 hour","Intermediate","Kermit Green"
"1768700521-138","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/car-soap-project/PS000162.html","Car Soap Project","30 minutes","Beginner","Southern Peach Fragrance Oil"
"1768700541-139","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/sea-clay-face-mask-project/PS000163.html","Sea Clay Face Mask Project","30 minutes","Beginner","Sea clay"
"1768700561-140","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/lotions-and-butters/sultry-jasmine-lotion-project/PS000164.html","Sultry Jasmine Lotion Project","30 minutes","Intermediate","Sultry Black Jasmine Fragrance Oil"
"1768700581-141","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/floral-sugar-lip-scrub-project/PS000165.html","Floral Sugar Lip Scrub Project","30 minutes","Beginner","coconut oil"
"1768700601-142","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/lavender-kombucha-soap-project/PS000166.html","Lavender Kombucha Soap Project","2 hours","Intermediate","Kombucha Town"
"1768700621-143","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/midnight-plum-melt-and-pour-soap-project/PS000167.html","Midnight Plum Melt and Pour Soap Project","30 minutes","Beginner","Queen's Purple Color Block"
"1768700641-144","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/wine-soap-project/PS000169.html","Wine Soap Project","2 hours","Intermediate","2nd largest producer in the United States"
"1768700661-145","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/honeycrisp-apple-soap-project/PS000170.html","Honeycrisp Apple Soap Project","1 hour","Intermediate","Washington produces 6 out of every 10 apples consumed in the United States"
"1768700681-146","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/eclipse-soap-project/PS000171.html","Eclipse Soap Project","2 hours","Advanced","Tall 12"" Silicone Loaf Mold"
"1768700701-147","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/rose-clay-milk-soap-project/PS000172.html","Rose Clay Milk Soap Project","1 hour","Beginner","Goat Milk Melt and Pour Soap Base"
"1768700721-148","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/pure-charcoal-melt-and-pour-project/PS000173.html","Pure Charcoal Melt and Pour Project","30 minutes","Beginner","melt and pour base"
"1768700741-149","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/seasonal/mothers-day/rosehip-seed-bath-salts-project/PS000174.html","Rosehip Seed Bath Salts Project","30 minutes","Beginner","Epsom"
"1768700761-150","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/skincare/kukui-oil-lip-balm-project/PS000175.html","Kukui Oil Lip Balm Project","30 minutes","Beginner","Kukui nut oil"
"1768700781-151","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/kokum-butter-cold-process-soap-project/PS000176.html","Kokum Butter Cold Process Soap Project","2 hours","Intermediate","kokum butter"
"1768700801-152","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rose-clay-and-charcoal-soap-project/PS000179.html","Rose Clay and Charcoal Soap Project","2 hours","Intermediate","activated charcoal"
"1768700821-153","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/cotton-candy-cold-process-soap-project/PS000180.html","Cotton Candy Cold Process Soap Project","1 hour","Intermediate","Cotton Candy Fragrance Oil"
"1768700841-154","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/night-sky-soap-project/PS000181.html","Night Sky Soap Project","2 hours","Advanced","Night Violet Fragrance Oil"
"1768700861-155","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/crescent-moon-soap-project/PS000182.html","Crescent Moon Soap Project","2 hours","Intermediate","Black Oxide"
"1768700881-156","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/blueberry-tart-soap-project/PS000183.html","Blueberry Tart Soap Project","2 hours","Intermediate","Blueberry Jam Fragrance Oil"
"1768700901-157","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/rose-quartz-cold-process-soap-project/PS000184.html","Rose Quartz Cold Process Soap Project","2 hours","Intermediate","Rose Quartz Fragrance Oil"
"1768700921-158","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/sprinkle-donut-bath-bomb-project/PS000185.html","Sprinkle Donut Bath Bomb Project","30 minutes","Beginner","Donut Silicone Mold"
"1768700941-159","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/cosmic-cotton-candy-soap-project/PS000186.html","Cosmic Cotton Candy Soap Project","1 hour","Intermediate","Cotton Candy Fragrance Oil"
"1768700961-160","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/melt-and-pour/red-berry-soap-tarts-project/PS000188.html","Red Berry Soap Tarts Project","2 hours","Intermediate","Merlot Sparkle Color Block"
"1768700981-161","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/snowdrop-hot-process-soap-project/PS000189.html","Snowdrop Hot Process Soap Project","1 hour","Intermediate","hot process soap making supplies"
"1768701001-162","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/moon-child-salt-scrub-project/PS000190.html","Moon Child Salt Scrub Project","30 minutes","Beginner","avocado butter"
"1768701021-163","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/moonstone-body-wash-project/PS000191.html","Moonstone Body Wash Project","30 minutes","Beginner","Night Violet Fragrance Oil"
"1768701041-164","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/body-care/soaks-and-scrubs/bath-salt-crystal-project/PS000193.html","Bath Salt Crystal Project","30 minutes","Beginner","skin-sake fragrance oil"
"1768734051-165","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/bath-bombs/wildflower-bath-bomb-project/PS000195.html","Wildflower Bath Bomb Project","1 hour","Intermediate","lavender 40/42 essential oil"
"1768734065-166","https://www.brambleberry.com/projects?srsltid=AfmBOori9r9W8U2gw_RhCgIhGvlxHVCuIutgIAGTz86kQyIkJuSpdU4J","https://www.brambleberry.com/projects/soap-making/cold-process/honeycomb-soap-project/PS000196.html","Honeycomb Soap Project","2 hours","Intermediate","yellow beeswax"
